Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Toyota,RAV4,2.4,Hybrid,2004.0,182782.0,7316
Porsche,911,3.5,Petrol,1998.0,139143.0,13694
Ford,Focus,,Petrol,1995.0,124299.0,4047
VW,Golf,1.2,Hybrid,1996.0,132638.0,3164
Toyota,Yaris,,Petrol,2018.0,35437.0,19499
VW,Golf,1.2,Petrol,1990.0,50777.0,3166
Ford,Focus,,Petrol,1994.0,160008.0,2008
BMW,M5,4.4,Petrol,2012.0,46023.0,64117
Toyota,Prius,1.4,Hybrid,1995.0,270478.0,1181
Toyota,RAV4,,Hybrid,1999.0,88867.0,9551
Ford,Mondeo,1.8,Diesel,1995.0,151420.0,3216
Toyota,Yaris,1.4,Hybrid,2004.0,,5465
VW,Polo,,Diesel,1990.0,148879.0,1482
Ford,Fiesta,1.0,Hybrid,,,976
,Mondeo,1.8,,1994.0,203154.0,1934
VW,Polo,1.2,Petrol,1995.0,205388.0,1126
VW,Passat,1.6,Diesel,2002.0,,5280
VW,Passat,2.0,Diesel,1999.0,186143.0,3489
VW,Golf,1.8,Petrol,2006.0,87990.0,8792
VW,Passat,1.4,Petrol,1996.0,217059.0,1733
Ford,Fiesta,1.4,Petrol,2013.0,40326.0,13868
Ford,Fiesta,1.0,Petrol,1985.0,291579.0,232
Ford,Mondeo,1.6,Hybrid,1991.0,164626.0,2379
VW,Passat,2.0,Petrol,2017.0,23709.0,36171
VW,Passat,,Diesel,2011.0,64001.0,18908
Ford,Focus,1.0,Diesel,,179846.0,1365
Toyota,RAV4,,Hybrid,2017.0,,50615
Ford,Focus,1.8,Hybrid,1998.0,,4012
BMW,Z4,2.4,Petrol,1995.0,177466.0,3167
VW,Passat,1.8,Diesel,2002.0,71040.0,9904
VW,Passat,1.6,Diesel,1990.0,303969.0,581
VW,Golf,2.0,Petrol,1991.0,103971.0,3037
VW,Golf,1.2,Petrol,1995.0,180786.0,1656
Ford,Focus,1.0,Petrol,1995.0,128551.0,2768
Toyota,Yaris,1.0,Hybrid,2009.0,,7324
Ford,Fiesta,1.0,Petrol,1997.0,149866.0,1839
Porsche,Cayenne,2.6,Petrol,2011.0,72162.0,30947
VW,Passat,2.0,Petrol,1998.0,143446.0,4446
Toyota,RAV4,2.0,Petrol,2019.0,35434.0,45041
Toyota,Prius,1.8,Hybrid,1996.0,51231.0,8554
Ford,Mondeo,1.6,Diesel,1998.0,124539.0,4591
VW,Golf,1.4,Petrol,2004.0,133655.0,4816
VW,Passat,1.4,Petrol,1996.0,190671.0,2188
Ford,Mondeo,2.0,Diesel,2015.0,63124.0,24771
VW,Passat,1.8,Diesel,2013.0,74217.0,20183
Toyota,Prius,1.4,Hybrid,1989.0,285519.0,687
VW,Passat,1.8,Diesel,2008.0,95850.0,12428
Porsche,718 Cayman,4.0,Petrol,2008.0,34733.0,33602
Toyota,RAV4,1.8,Hybrid,,148360.0,11804
VW,Passat,1.8,Diesel,2001.0,199178.0,3376
BMW,Z4,2.0,Petrol,2020.0,13159.0,49338
Toyota,RAV4,2.2,Petrol,2009.0,65527.0,20105
Ford,Mondeo,1.6,Diesel,1990.0,,654
Toyota,RAV4,1.8,,2005.0,41044.0,19502
Ford,Mondeo,1.4,Diesel,2007.0,103878.0,9152
BMW,Z4,3.0,Petrol,1996.0,138690.0,5220
Porsche,911,3.5,Petrol,2020.0,22202.0,132540
BMW,M5,4.4,,2006.0,107184.0,28330
Toyota,Prius,1.0,Hybrid,2004.0,210054.0,3163
VW,Golf,2.0,Petrol,2013.0,62360.0,17590
Ford,Fiesta,1.4,Petrol,2004.0,97771.0,5194
Porsche,Cayenne,2.6,Diesel,1993.0,341359.0,953
Ford,Focus,2.0,Petrol,2019.0,29564.0,38193
VW,Passat,,Diesel,2008.0,,12454
VW,Golf,1.6,Diesel,2007.0,78848.0,9916
Ford,Fiesta,1.0,Petrol,2009.0,116749.0,5319
Ford,Fiesta,1.2,Petrol,2021.0,8797.0,26122
BMW,Z4,2.2,Petrol,1995.0,151570.0,3767
Ford,Fiesta,1.2,Petrol,1992.0,181408.0,1107
Toyota,RAV4,2.4,Hybrid,2011.0,67729.0,28377
Porsche,718 Cayman,2.0,Petrol,,72143.0,21448
VW,Golf,1.8,Petrol,2003.0,,3601
Ford,Fiesta,1.0,Petrol,1995.0,145447.0,1668
VW,Passat,1.6,Petrol,2012.0,77019.0,16633
VW,Polo,2.0,Petrol,1991.0,163730.0,1595
Toyota,Yaris,1.4,Hybrid,2019.0,31882.0,30214
VW,Polo,1.4,Petrol,2006.0,,4894
Ford,Mondeo,1.6,Diesel,1996.0,207482.0,2005
BMW,M5,4.0,Petrol,1995.0,180070.0,7211
Ford,Mondeo,1.6,Diesel,1998.0,186041.0,2766
BMW,Z4,3.0,Petrol,1986.0,,429
Toyota,Yaris,,Petrol,1988.0,240567.0,580
Ford,Mondeo,1.6,Diesel,2002.0,107840.0,6807
VW,Polo,1.4,Petrol,2004.0,,4387
Ford,Focus,1.6,Diesel,1991.0,255864.0,934
Ford,Mondeo,2.0,Diesel,2006.0,105827.0,10087
,M5,5.0,Petrol,,300551.0,2348
VW,Polo,1.4,Petrol,2022.0,3355.0,31833
,X3,3.0,Diesel,2017.0,45287.0,45382
VW,Polo,1.0,Petrol,2017.0,35233.0,16188
Ford,Mondeo,1.8,Diesel,1999.0,180568.0,3287
Ford,Mondeo,1.4,Diesel,2007.0,101686.0,9301
Toyota,Prius,1.4,Hybrid,2000.0,239227.0,2202
Toyota,Prius,1.4,Hybrid,2021.0,,48545
BMW,X3,2.4,Petrol,2007.0,92197.0,14530
Ford,Mondeo,1.8,Petrol,2003.0,74632.0,9315
Ford,Focus,1.4,Petrol,1993.0,147370.0,2466
Ford,Focus,1.0,Petrol,,138915.0,1953
BMW,Z4,3.0,Petrol,2011.0,63918.0,24522
,Mondeo,2.0,Diesel,2002.0,,10053
Porsche,911,3.5,Petrol,2007.0,83166.0,37995
VW,Polo,1.6,,,101061.0,5205
Toyota,Yaris,1.2,Petrol,2016.0,73237.0,14720
VW,Golf,1.6,Petrol,1995.0,,4370
Toyota,Yaris,,Hybrid,2015.0,39023.0,18755
Toyota,Prius,1.0,Hybrid,1990.0,241051.0,939
VW,Polo,2.0,Petrol,2000.0,82867.0,5426
VW,Golf,1.8,Diesel,2011.0,53339.0,16247
Ford,Mondeo,1.8,Diesel,1995.0,,2777
Porsche,Cayenne,4.0,Petrol,2003.0,190212.0,8942
VW,Passat,1.4,Diesel,1994.0,245048.0,1234
Ford,Focus,2.0,Petrol,2019.0,13908.0,41654
Ford,Focus,1.6,Petrol,2001.0,121684.0,5510
VW,Passat,1.6,,2019.0,,39062
VW,Polo,1.0,Petrol,,21039.0,20055
Toyota,Prius,1.4,Hybrid,,89997.0,12954
VW,Golf,1.2,Petrol,2005.0,164919.0,3692
Ford,Focus,1.6,Diesel,1989.0,127904.0,2477
Toyota,RAV4,2.2,Hybrid,2019.0,,62060
Ford,Mondeo,1.6,Diesel,1995.0,253719.0,1232
VW,Golf,1.2,Diesel,2000.0,,5473
Toyota,Yaris,1.2,Hybrid,,,1061
Ford,Mondeo,2.0,Diesel,2009.0,,14947
Toyota,RAV4,2.4,,2000.0,178650.0,5806
BMW,M5,4.0,Petrol,2014.0,40471.0,72245
VW,Golf,1.4,,2002.0,144966.0,4619
Ford,Mondeo,1.4,Diesel,2015.0,39911.0,23966
Ford,Mondeo,,,2015.0,24973.0,27941
BMW,M5,4.0,Petrol,2017.0,49731.0,83387
Toyota,Yaris,1.0,Hybrid,2013.0,72112.0,13302
Ford,Fiesta,1.0,Petrol,1987.0,309749.0,223
Ford,Mondeo,1.8,Diesel,2020.0,27455.0,40784
VW,Golf,1.8,Petrol,2006.0,58353.0,10739
VW,Golf,1.6,Petrol,2019.0,40798.0,26863
Toyota,RAV4,2.0,,2009.0,,25243
VW,Passat,1.4,Diesel,2013.0,36113.0,22665
VW,Golf,2.0,Petrol,1984.0,170747.0,1119
Ford,Focus,2.0,Petrol,1990.0,47950.0,4952
Ford,Fiesta,1.4,Petrol,1996.0,215906.0,1153
VW,Polo,2.0,Petrol,2000.0,136361.0,3636
Toyota,Yaris,1.4,,2008.0,,7445
Toyota,RAV4,2.4,Hybrid,2013.0,86669.0,28485
Ford,Focus,1.0,Petrol,,148266.0,4308
,Prius,1.4,Hybrid,2011.0,51734.0,20443
Ford,Mondeo,1.6,Diesel,2000.0,86995.0,6931
Toyota,Prius,1.0,Hybrid,1998.0,99219.0,5259
BMW,X3,2.4,Petrol,2011.0,94733.0,18629
Ford,Fiesta,1.4,Petrol,1994.0,254614.0,709
BMW,M5,5.0,Petrol,1984.0,,3136
Porsche,911,,Petrol,2018.0,43670.0,102382
Ford,Mondeo,2.0,Diesel,1995.0,52138.0,7005
Toyota,Prius,1.8,Hybrid,2004.0,94982.0,10856
Toyota,Prius,1.4,Hybrid,2018.0,32994.0,36509
,RAV4,,Hybrid,1997.0,129583.0,6814
VW,Polo,,Diesel,1985.0,164963.0,929
VW,Polo,1.4,,1989.0,204279.0,823
VW,Golf,1.8,Diesel,,156084.0,3205
VW,Polo,1.6,Petrol,,23869.0,26693
VW,Polo,1.2,Diesel,2011.0,97270.0,8294
VW,Passat,1.8,Diesel,,2312.0,46138
Toyota,Yaris,,Petrol,1991.0,265129.0,609
Ford,Focus,1.0,Diesel,1991.0,235917.0,887
BMW,Z4,3.0,Petrol,2007.0,72391.0,17754
Ford,Focus,1.6,Diesel,,109356.0,5202
Toyota,Prius,1.8,,,27062.0,45786
,M5,4.0,Petrol,2020.0,16878.0,123323
VW,Golf,,Hybrid,2022.0,5702.0,44793
Toyota,Prius,,Hybrid,1999.0,162081.0,4060
Ford,Mondeo,,Diesel,1991.0,234496.0,1195
Ford,Fiesta,1.4,Petrol,2006.0,97603.0,5942
Porsche,Cayenne,4.0,Petrol,2017.0,37226.0,71439
Ford,Fiesta,1.4,Petrol,2016.0,41819.0,16788
Ford,Focus,2.0,,1994.0,185849.0,2280
Toyota,Yaris,1.2,Hybrid,2019.0,23932.0,29268
VW,Golf,1.2,Petrol,,106361.0,2823
BMW,Z4,,Petrol,1995.0,93381.0,6893
Ford,Fiesta,1.4,Petrol,2019.0,31606.0,21780
Ford,Focus,1.0,Petrol,2012.0,62685.0,13823
VW,Passat,2.0,Diesel,1988.0,193436.0,1573
VW,Golf,1.2,Petrol,2016.0,40037.0,19134
VW,Polo,1.6,Petrol,1993.0,160060.0,1681
BMW,X3,2.4,Diesel,2018.0,47143.0,42898
BMW,Z4,2.2,Petrol,2003.0,71736.0,11696
Ford,Focus,,Petrol,1993.0,173179.0,2127
BMW,M5,4.4,Petrol,2003.0,44851.0,35441
VW,Polo,1.2,,2004.0,69728.0,6002
VW,Polo,1.0,Diesel,2013.0,68134.0,10595
VW,Passat,1.8,Diesel,,219540.0,2305
VW,Polo,1.6,Petrol,2001.0,152064.0,3061
VW,Passat,2.0,Petrol,1997.0,75715.0,6902
VW,Golf,1.8,Hybrid,1985.0,268174.0,568
Porsche,718 Cayman,,Petrol,1995.0,144343.0,5047
VW,Passat,1.4,Diesel,2016.0,36245.0,27662
Ford,Focus,1.8,Petrol,2014.0,24942.0,26652
BMW,X3,2.4,Petrol,2015.0,25356.0,38034
Toyota,RAV4,2.0,Petrol,2009.0,57600.0,20181
Ford,Focus,1.0,Petrol,2001.0,176771.0,2780
Porsche,Cayenne,3.5,Petrol,2021.0,9468.0,101864
Ford,Mondeo,1.8,Petrol,2014.0,42295.0,23867
BMW,M5,4.0,Petrol,1999.0,115476.0,15914
Toyota,RAV4,1.8,Hybrid,,14357.0,21234
Ford,Fiesta,1.2,Petrol,1994.0,,2386
BMW,M5,4.4,Petrol,2011.0,74793.0,49803
Ford,Focus,1.0,Petrol,2003.0,133170.0,4550
Ford,Mondeo,2.0,Petrol,2006.0,108428.0,9422
VW,Polo,1.2,Petrol,2008.0,109352.0,5916
Toyota,Prius,1.8,Hybrid,2006.0,112542.0,10896
Ford,Fiesta,1.4,Petrol,2013.0,69021.0,11564
Ford,Fiesta,1.0,Petrol,1993.0,335665.0,259
VW,Golf,1.6,Petrol,1999.0,131444.0,3754
Ford,Focus,1.4,Diesel,2003.0,130678.0,5765
Ford,Focus,1.6,Diesel,1999.0,101013.0,5916
Ford,Mondeo,1.6,Diesel,2015.0,36755.0,26106
,Polo,1.4,Petrol,2013.0,67502.0,11989
Ford,Fiesta,1.0,Petrol,2017.0,39938.0,15339
VW,Passat,1.6,Diesel,2008.0,25046.0,18504
VW,Golf,2.0,Petrol,1989.0,213643.0,1074
VW,Passat,1.8,Diesel,2002.0,166787.0,4770
Toyota,RAV4,2.4,Hybrid,2009.0,85999.0,21921
VW,Golf,1.4,Hybrid,2001.0,125828.0,5031
VW,Passat,2.0,,2004.0,,9332
Porsche,911,2.6,Petrol,1995.0,165376.0,7791
VW,Polo,,Petrol,2000.0,109304.0,3169
Porsche,718 Cayman,2.0,Petrol,1994.0,208180.0,2502
VW,Passat,2.0,Petrol,2003.0,41381.0,12837
VW,Passat,1.4,Diesel,2018.0,33664.0,32089
VW,Golf,1.6,Petrol,2006.0,111830.0,6964
VW,Polo,1.6,Petrol,2018.0,27486.0,22890
Toyota,Yaris,1.0,Hybrid,2017.0,,22282
VW,Golf,,Diesel,2006.0,103951.0,8670
Toyota,Yaris,1.2,Petrol,1996.0,190706.0,1545
VW,Passat,,Diesel,2004.0,217022.0,3518
Ford,Focus,1.6,Petrol,1992.0,305350.0,596
Toyota,RAV4,2.4,Petrol,,65673.0,31296
VW,Polo,1.0,Petrol,2013.0,,8537
VW,Passat,1.6,Diesel,1995.0,38750.0,7184
VW,Polo,1.4,Petrol,1991.0,271964.0,506
Toyota,Yaris,1.2,Hybrid,2010.0,,7418
Ford,Fiesta,1.4,Petrol,1998.0,171495.0,1942
Ford,Fiesta,1.4,Petrol,2001.0,102838.0,4098
Toyota,Yaris,1.2,Hybrid,2015.0,60053.0,18028
Ford,Mondeo,1.4,Hybrid,2021.0,13379.0,47483
VW,Passat,,Petrol,2020.0,24456.0,43995
Toyota,RAV4,2.4,Hybrid,2005.0,49474.0,21388
VW,Polo,2.0,Petrol,,,236
Ford,Fiesta,1.4,Petrol,,37234.0,12363
Toyota,RAV4,2.4,Hybrid,2016.0,37597.0,47860
Ford,Focus,1.8,Diesel,2014.0,44733.0,24920
VW,Golf,1.4,Diesel,2000.0,147103.0,3476
Ford,Fiesta,1.0,Petrol,2020.0,13093.0,21808
BMW,Z4,2.0,Petrol,2006.0,134219.0,8603
VW,Golf,,Diesel,2014.0,71398.0,17643
BMW,M5,4.4,Petrol,,44645.0,69117
,Mondeo,2.0,Petrol,2002.0,135178.0,5871
Toyota,Yaris,,Hybrid,,,3737
VW,Passat,1.6,,2017.0,21992.0,34296
VW,Golf,1.4,Petrol,2014.0,64185.0,15545
Toyota,Prius,1.0,Hybrid,2007.0,137095.0,7174
VW,Polo,,Petrol,2006.0,111516.0,5882
Porsche,911,2.2,Petrol,2015.0,47947.0,64738
Toyota,RAV4,2.2,Hybrid,2007.0,69317.0,20591
Toyota,RAV4,2.0,Hybrid,1993.0,,5807
Ford,Mondeo,1.8,Diesel,2018.0,23718.0,36453
BMW,X3,3.0,Diesel,2005.0,67247.0,17729
VW,Polo,1.0,Petrol,1995.0,270717.0,565
VW,Polo,1.6,Petrol,1996.0,204789.0,1397
VW,Passat,1.6,Diesel,1990.0,113490.0,3097
VW,Polo,1.4,,,25037.0,19000
VW,Golf,1.4,Petrol,2014.0,62404.0,15727
VW,Golf,1.8,Petrol,1997.0,169798.0,2546
Toyota,Prius,1.0,Hybrid,2000.0,139663.0,4407
Toyota,Yaris,1.2,Petrol,1993.0,148890.0,1801
Ford,Mondeo,1.4,Hybrid,1991.0,250122.0,1043
VW,Golf,1.2,Petrol,1988.0,338055.0,242
VW,Passat,1.4,Petrol,,139119.0,8020
VW,Golf,,Diesel,2006.0,93690.0,9343
Ford,Focus,1.0,Petrol,1988.0,115628.0,1918
VW,Passat,2.0,Diesel,2010.0,67270.0,18248
VW,Polo,1.6,Diesel,2004.0,158552.0,3722
Ford,Fiesta,,Petrol,2006.0,55959.0,7896
Ford,Mondeo,1.4,Diesel,2004.0,81547.0,8793
Porsche,Cayenne,2.6,Petrol,2002.0,,14589
VW,Polo,1.0,Petrol,1994.0,161362.0,1405
VW,Passat,2.0,Diesel,1990.0,302541.0,658
Toyota,Prius,1.8,,1998.0,130643.0,5559
Ford,Focus,1.0,Petrol,1993.0,279996.0,641
VW,Passat,1.6,Diesel,1993.0,131216.0,3299
Ford,Fiesta,1.2,Petrol,2008.0,118669.0,5371
VW,Polo,1.2,Petrol,1992.0,234163.0,711
,Prius,1.8,Hybrid,2014.0,70495.0,25071
Ford,Focus,1.8,Petrol,2012.0,71594.0,17484
VW,Passat,1.6,Petrol,2018.0,22608.0,34796
VW,Polo,2.0,Petrol,2007.0,105576.0,7349
Ford,Focus,2.0,Diesel,,109325.0,7106
,Yaris,1.4,Hybrid,1996.0,191079.0,1996
VW,Polo,1.6,Diesel,1995.0,124021.0,2696
Toyota,RAV4,1.8,,2014.0,27225.0,38524
BMW,X3,2.0,Diesel,2018.0,16386.0,46788
,Fiesta,1.4,Petrol,2015.0,20518.0,17760
Toyota,Yaris,1.4,Hybrid,2007.0,69805.0,10715
Toyota,Yaris,1.0,Petrol,2007.0,102642.0,5991
VW,Passat,1.8,Diesel,2012.0,,20770
,Passat,2.0,Petrol,2017.0,18738.0,37179
VW,Passat,1.8,Petrol,2006.0,112648.0,9149
Ford,Mondeo,2.0,Diesel,1993.0,187100.0,2195
Porsche,Cayenne,3.5,Petrol,,48385.0,47840
Toyota,RAV4,2.2,Hybrid,2000.0,95335.0,10777
Toyota,Prius,1.8,Hybrid,,,2476
Toyota,Prius,1.8,Hybrid,2018.0,28789.0,42414
Toyota,Prius,1.4,Hybrid,,85760.0,13348
VW,Passat,1.8,Diesel,2012.0,53810.0,21580
Ford,Fiesta,1.0,Petrol,2019.0,25758.0,19033
Ford,Focus,1.0,Diesel,2019.0,30739.0,28166
Ford,Fiesta,1.2,Petrol,1995.0,,482
Toyota,Prius,1.4,Hybrid,,35825.0,27504
VW,Passat,1.8,Diesel,2008.0,82499.0,13662
Porsche,Cayenne,4.0,Petrol,1995.0,173352.0,6064
,Z4,,Petrol,1990.0,122705.0,3398
,Focus,1.6,Diesel,1985.0,225318.0,828
Ford,Mondeo,1.4,Diesel,1996.0,227175.0,1572
BMW,M5,5.0,Petrol,2013.0,67053.0,63893
Toyota,Prius,1.4,Hybrid,,196945.0,3678
VW,Golf,,Hybrid,2003.0,146737.0,5519
BMW,Z4,3.0,Petrol,1998.0,212625.0,3180
VW,Polo,1.2,Petrol,2004.0,,4038
Ford,Fiesta,1.4,Petrol,2022.0,4158.0,30891
Ford,Mondeo,2.0,Diesel,2021.0,11918.0,50046
Toyota,Yaris,1.0,Hybrid,2016.0,24983.0,21746
VW,Passat,1.6,Petrol,2014.0,55505.0,21904
BMW,M5,4.4,Petrol,2002.0,139793.0,16857
VW,Polo,1.2,Petrol,2021.0,23880.0,24709
Porsche,Cayenne,2.6,Diesel,2016.0,26107.0,60334
Ford,Fiesta,1.2,Petrol,,216131.0,872
VW,Passat,1.6,Petrol,2000.0,100998.0,6306
BMW,X3,3.0,Diesel,2007.0,81808.0,18354
Porsche,718 Cayman,2.4,Petrol,1994.0,279263.0,1427
,Polo,2.0,Diesel,2001.0,78699.0,6268
,Golf,1.6,Petrol,2019.0,22995.0,29780
Ford,Focus,1.0,Diesel,1998.0,204072.0,1884
Ford,Focus,1.4,Diesel,1997.0,284066.0,1000
Ford,Mondeo,1.8,Diesel,2019.0,,40632
Ford,Focus,1.0,Petrol,2001.0,43484.0,7492
VW,Passat,,Petrol,2013.0,,26589
Toyota,Prius,1.0,Hybrid,2016.0,,21903
VW,Polo,1.0,Petrol,2010.0,110216.0,6131
VW,Polo,1.0,Petrol,2017.0,27217.0,16955
Toyota,RAV4,2.4,Hybrid,2017.0,29467.0,53643
Toyota,RAV4,1.8,Petrol,1993.0,299756.0,870
BMW,M5,4.0,Petrol,2010.0,83578.0,41817
Toyota,Prius,1.8,Hybrid,,166223.0,2608
Ford,Focus,1.6,Diesel,2003.0,61546.0,10151
Toyota,RAV4,2.0,Hybrid,2008.0,146144.0,11852
Toyota,Yaris,1.4,Petrol,1991.0,205293.0,1052
Ford,Focus,2.0,Diesel,2001.0,140229.0,5590
Ford,Mondeo,1.6,Diesel,2011.0,50696.0,18371
Toyota,RAV4,2.2,Petrol,2010.0,,19333
Ford,Mondeo,2.0,Diesel,,103277.0,11745
Toyota,Prius,1.4,Hybrid,2003.0,83949.0,9686
Ford,Fiesta,1.4,Petrol,2016.0,47396.0,16226
Toyota,Prius,1.4,Hybrid,2018.0,17570.0,39820
VW,Golf,2.0,Petrol,2016.0,29588.0,26262
Ford,Fiesta,1.0,Petrol,2011.0,54276.0,9413
Porsche,Cayenne,3.0,Diesel,2011.0,57337.0,38471
Toyota,Yaris,1.4,Petrol,2002.0,39160.0,7767
VW,Polo,1.6,Petrol,2008.0,81544.0,8349
VW,Golf,,Diesel,1990.0,178423.0,1374
Toyota,Prius,1.4,Hybrid,2020.0,12027.0,46875
BMW,M5,4.4,Petrol,2017.0,18619.0,104898
Ford,Fiesta,1.2,Petrol,2004.0,,6256
Ford,Fiesta,1.4,Petrol,2019.0,20178.0,23231
Toyota,RAV4,2.4,Hybrid,1993.0,144166.0,4853
Ford,Fiesta,1.0,Petrol,2012.0,103324.0,7185
VW,Polo,1.0,Petrol,2005.0,146503.0,3307
Ford,Mondeo,1.6,Diesel,1995.0,195539.0,2085
,Yaris,1.2,Hybrid,2009.0,98580.0,9271
VW,Polo,2.0,Diesel,1993.0,141601.0,2295
Ford,Focus,1.6,Petrol,2004.0,114077.0,7133
Toyota,Yaris,1.0,Hybrid,1994.0,143744.0,2199
,Passat,1.6,Diesel,2015.0,64202.0,23243
VW,Passat,1.8,Petrol,1995.0,237828.0,1523
Toyota,RAV4,1.8,Hybrid,1997.0,111618.0,7077
,Mondeo,1.4,Diesel,2008.0,158914.0,6344
Toyota,Yaris,1.0,,2016.0,54290.0,18252
Ford,Focus,1.8,Petrol,1994.0,191981.0,2051
BMW,M5,5.0,Petrol,1991.0,230814.0,3940
Ford,Focus,1.6,Petrol,2014.0,59074.0,20452
Ford,Mondeo,1.6,Diesel,1995.0,154334.0,2961
VW,Polo,1.4,Petrol,2012.0,33592.0,13856
Ford,Mondeo,1.4,Diesel,2008.0,129807.0,8028
Ford,Mondeo,2.0,Diesel,2016.0,33335.0,31832
Toyota,RAV4,2.2,,1999.0,90863.0,10410
VW,Polo,1.6,Petrol,2018.0,8470.0,25388
Ford,Fiesta,1.4,Hybrid,2006.0,43770.0,10221
Ford,Mondeo,,Diesel,1991.0,106852.0,3493
VW,Polo,2.0,Diesel,1995.0,105360.0,3472
Ford,Fiesta,1.0,Diesel,2001.0,106570.0,3537
Ford,Mondeo,1.6,Diesel,2012.0,80844.0,16102
Toyota,Yaris,,Hybrid,1998.0,108589.0,4467
Ford,Mondeo,1.4,Diesel,2007.0,92811.0,9920
Ford,Focus,1.6,,2004.0,,6435
Toyota,Prius,1.8,Hybrid,1990.0,268593.0,976
VW,Passat,2.0,Diesel,2000.0,160365.0,4643
BMW,X3,,Petrol,1998.0,121732.0,5843
Ford,Fiesta,1.2,Petrol,2007.0,106910.0,5492
Ford,Mondeo,,Diesel,2006.0,90852.0,10671
Ford,Mondeo,1.6,Diesel,2019.0,35282.0,34381
Ford,Focus,1.4,Petrol,2009.0,101938.0,10196
Porsche,718 Cayman,2.0,Petrol,2009.0,89058.0,17850
VW,Polo,1.2,,1986.0,283090.0,302
,Prius,1.4,Hybrid,2021.0,12642.0,49943
Porsche,718 Cayman,,Petrol,2020.0,9523.0,86016
Toyota,RAV4,1.8,Hybrid,2008.0,130061.0,12785
Toyota,RAV4,1.8,Hybrid,2021.0,15649.0,65498
Toyota,RAV4,2.0,Hybrid,1992.0,281014.0,1230
Toyota,Prius,1.8,Hybrid,2008.0,107782.0,12903
VW,Polo,1.0,Petrol,2011.0,81220.0,8080
Ford,Mondeo,1.4,Hybrid,1993.0,170038.0,2430
Ford,Mondeo,,Diesel,1995.0,212251.0,1907
BMW,X3,2.4,Diesel,1990.0,,2762
VW,Passat,1.4,Diesel,1997.0,139257.0,3779
Porsche,911,3.5,Petrol,1993.0,237663.0,4186
Toyota,RAV4,2.2,Hybrid,1992.0,150195.0,4139
Toyota,RAV4,,Petrol,2004.0,161994.0,6298
Toyota,Prius,1.0,Hybrid,1993.0,79927.0,4322
Toyota,Yaris,1.4,Hybrid,1996.0,136709.0,3145
VW,Golf,1.4,Petrol,1997.0,72574.0,4733
Toyota,Prius,1.8,Hybrid,2004.0,161873.0,6436
Porsche,911,3.0,Petrol,2013.0,93133.0,48907
VW,Passat,,Diesel,1995.0,228220.0,1645
Ford,Focus,1.0,Petrol,1993.0,171217.0,1710
VW,Golf,,Petrol,2019.0,27128.0,30861
BMW,Z4,2.4,Petrol,1992.0,182056.0,2493
VW,Passat,1.4,Diesel,1996.0,49269.0,6738
Ford,Focus,1.0,Petrol,2008.0,,5088
Toyota,Yaris,1.2,,1997.0,147085.0,2386
BMW,Z4,,Petrol,2007.0,68733.0,14856
VW,Golf,1.2,Petrol,2009.0,49726.0,11309
Porsche,718 Cayman,4.0,Petrol,,163053.0,4889
Ford,Fiesta,1.0,Petrol,2003.0,104612.0,3906
BMW,Z4,2.0,Petrol,,93848.0,18624
VW,Passat,1.4,Diesel,2018.0,,30757
Toyota,Prius,1.0,Hybrid,2001.0,123282.0,5360
Ford,Focus,1.4,Petrol,1998.0,203227.0,2139
Ford,Mondeo,1.4,Diesel,,101808.0,7608
Toyota,RAV4,,Hybrid,1991.0,144573.0,4053
VW,Passat,1.4,Diesel,2001.0,,5165
VW,Golf,1.8,Petrol,2014.0,99238.0,13824
VW,Polo,1.4,Petrol,1992.0,145495.0,1658
Ford,Fiesta,1.2,Petrol,2007.0,,4983
Toyota,Prius,1.4,Hybrid,1995.0,164298.0,3052
BMW,Z4,3.0,Petrol,,21190.0,50628
Ford,Mondeo,1.8,Diesel,1992.0,209958.0,1594
Ford,Mondeo,1.6,Diesel,2013.0,30526.0,23693
VW,Passat,2.0,Diesel,1995.0,142093.0,3864
VW,Polo,1.0,Petrol,,10244.0,22722
VW,Golf,1.8,Petrol,1988.0,225050.0,860
,Focus,2.0,Petrol,2015.0,72253.0,22411
Ford,Fiesta,1.0,Diesel,2000.0,133061.0,2700
VW,Polo,1.6,Petrol,2000.0,164001.0,2594
Porsche,Cayenne,4.0,Petrol,2018.0,28772.0,80214
Ford,Fiesta,1.0,Petrol,2009.0,47272.0,8606
Ford,Fiesta,1.0,Petrol,1990.0,124046.0,1416
Porsche,911,2.2,Petrol,2005.0,145982.0,16384
Toyota,RAV4,2.2,Hybrid,2016.0,39586.0,45283
Ford,Focus,1.0,Petrol,,66588.0,12605
VW,Polo,2.0,Petrol,2003.0,147439.0,4062
Ford,Focus,1.4,Petrol,1999.0,120223.0,4562
Ford,Fiesta,1.0,Petrol,2018.0,39535.0,16436
Ford,Fiesta,1.4,Petrol,2006.0,94498.0,6077
Toyota,Prius,1.4,,2017.0,18272.0,37110
Ford,Fiesta,1.4,Petrol,2022.0,7038.0,30437
Ford,Fiesta,1.4,Petrol,1997.0,164180.0,1933
VW,Passat,2.0,Diesel,1984.0,171450.0,1456
Toyota,Prius,1.0,Hybrid,2019.0,38270.0,31975
Porsche,718 Cayman,2.0,Petrol,2003.0,91111.0,11792
Ford,Mondeo,1.6,Diesel,2009.0,24869.0,18740
